id,date_received,body,status
4127016,2024-09-09 05:19:15.925379+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287685, ""date"": 1725851955, ""text"": ""14 сентября"", ""from_id"": 835299557, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""3d2ecd565601218941f4404c30d51d87d4f23c8b"", ""group_id"": 49575094}",3
4127018,2024-09-09 05:19:18.089004+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287687, ""date"": 1725851957, ""text"": ""9 сентября"", ""from_id"": 748782652, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""834c1a32ec5f5a00d4f1432178a04ed876eb58f1"", ""group_id"": 49575094}",3
4131826,2024-09-09 21:32:16.365912+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 177470, ""date"": 1725910335, ""text"": ""Кольцо"", ""from_id"": 221235581, ""post_id"": 177350, ""can_delete"": 1, ""post_owner_id"": -54365470}, ""secret"": ""54365470qFf34g3h54h45h"", ""event_id"": ""15ceb44391ddad67842edc67f76610fa871bb768"", ""group_id"": 54365470}",3
4131827,2024-09-09 21:32:16.775565+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 177471, ""date"": 1725910336, ""text"": ""🌟 Ваша супружеская жизнь будет наполнена приключениями и новыми открытиями, где каждый день будет приносить что-то новое и удивительное. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -54365470, ""post_id"": 177350, ""can_delete"": 1, ""post_owner_id"": -54365470, ""reply_to_user"": 221235581, ""reply_to_comment"": 177470, ""is_from_post_author"": true}, ""secret"": ""54365470qFf34g3h54h45h"", ""event_id"": ""c50952b1ea40bdc9f7c3dec5af9ba09cd48e6bb3"", ""group_id"": 54365470}",3
4131828,2024-09-09 21:32:30.422764+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 420255, ""date"": 1725910350, ""text"": ""Кольцо"", ""from_id"": 163122083, ""post_id"": 419938, ""can_delete"": 1, ""post_owner_id"": -44054326}, ""secret"": ""44054326qFf23g34g34h5h54h"", ""event_id"": ""bac137c6bfdb1ebbb8f386113702bc5d03244b8e"", ""group_id"": 44054326}",3
4131829,2024-09-09 21:32:30.806499+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 420256, ""date"": 1725910350, ""text"": ""🌸 Ваша супружеская жизнь будет полна любви и нежности, где каждый день вы будете радовать друг друга. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -44054326, ""post_id"": 419938, ""can_delete"": 1, ""post_owner_id"": -44054326, ""reply_to_user"": 163122083, ""reply_to_comment"": 420255, ""is_from_post_author"": true}, ""secret"": ""44054326qFf23g34g34h5h54h"", ""event_id"": ""177697befc3996e165ee3cd8ebff6fb1d94be40a"", ""group_id"": 44054326}",3
4131834,2024-09-09 21:32:51.842521+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 420257, ""date"": 1725910371, ""text"": ""[club44054326|СТИХИ], скорпион"", ""from_id"": 163122083, ""post_id"": 419938, ""can_delete"": 1, ""post_owner_id"": -44054326, ""reply_to_user"": -44054326, ""reply_to_comment"": 420256}, ""secret"": ""44054326qFf23g34g34h5h54h"", ""event_id"": ""ace7c7fd2bf9fbd7043062874528f6c36dc8d0c8"", ""group_id"": 44054326}",3
4131835,2024-09-09 21:32:52.029945+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 420258, ""date"": 1725910371, ""text"": ""Подробный гороскоп для вас: t.me/+BCWF4OJ_t1xiNTRi#skorpion"", ""from_id"": -44054326, ""post_id"": 419938, ""can_delete"": 1, ""post_owner_id"": -44054326, ""reply_to_user"": 163122083, ""reply_to_comment"": 420257, ""is_from_post_author"": true}, ""secret"": ""44054326qFf23g34g34h5h54h"", ""event_id"": ""899dbd19b80d896fc840f63388a9e4e9f77b40cd"", ""group_id"": 44054326}",3
4131836,2024-09-09 21:32:56.127183+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 177472, ""date"": 1725910375, ""text"": ""Овен"", ""from_id"": 221235581, ""post_id"": 177350, ""can_delete"": 1, ""post_owner_id"": -54365470}, ""secret"": ""54365470qFf34g3h54h45h"", ""event_id"": ""6359e1b8f9d235b05b4222bc83b29c376501ebf5"", ""group_id"": 54365470}",3
4131837,2024-09-09 21:32:56.494381+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 177473, ""date"": 1725910376, ""text"": ""Подробный гороскоп для вас: t.me/+TlSW7jOu9zdhNWE6#oven"", ""from_id"": -54365470, ""post_id"": 177350, ""can_delete"": 1, ""post_owner_id"": -54365470, ""reply_to_user"": 221235581, ""reply_to_comment"": 177472, ""is_from_post_author"": true}, ""secret"": ""54365470qFf34g3h54h45h"", ""event_id"": ""767ea4a03518b525c91c7a28aad88d15d328c93e"", ""group_id"": 54365470}",3
4127058,2024-09-09 05:32:54.898099+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287691, ""date"": 1725852774, ""text"": ""2 апреля"", ""from_id"": 317871433, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""56f4b1e1f0a091e42ee7b13d4123f072e26fd9a5"", ""group_id"": 49575094}",3
4128812,2024-09-09 18:45:27.71902+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 288047, ""date"": 1725900327, ""text"": ""9 июля"", ""from_id"": 359562757, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""0fc4c306bb9d8a66a97ed8bbd449fc5ea08ccbbf"", ""group_id"": 49575094}",3
4127154,2024-09-09 06:15:35.176322+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287697, ""date"": 1725855334, ""text"": ""23 ноября"", ""from_id"": 155761091, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""90f260722f7bfe6addd5b85e991ffd34f4f40f6c"", ""group_id"": 49575094}",3
4127245,2024-09-09 07:03:13.725257+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287705, ""date"": 1725858193, ""text"": ""23 апреля"", ""from_id"": 850652025, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""fb8a890472553287db6bb46c8587b6887bdae298"", ""group_id"": 49575094}",3
4127261,2024-09-09 07:09:49.615965+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287713, ""date"": 1725858589, ""text"": ""9июня"", ""from_id"": 238510, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""25f03059669793aae4970d912eb7849e47d257b4"", ""group_id"": 49575094}",3
4127274,2024-09-09 07:13:04.177768+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287719, ""date"": 1725858784, ""text"": ""21 августа"", ""from_id"": 134763091, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""38c49316b2208cadba2a9492447109d6b2f6da8e"", ""group_id"": 49575094}",3
4127290,2024-09-09 07:21:27.831762+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287723, ""date"": 1725859287, ""text"": ""9 сентября"", ""from_id"": 222448555, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""707f80f3959c5b60ee06a2e9415ce742699aa7d7"", ""group_id"": 49575094}",3
4127318,2024-09-09 07:35:11.691925+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287729, ""date"": 1725860111, ""text"": ""28 марта"", ""from_id"": 190737108, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""cd7f8913b4b12e578e2fa97e2f887185fcefbacd"", ""group_id"": 49575094}",3
4127322,2024-09-09 07:36:27.671219+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287731, ""date"": 1725860187, ""text"": ""28 июня"", ""from_id"": 19289117, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""0da67c3511174bf019d89d27eab330260ac737c9"", ""group_id"": 49575094}",3
4127328,2024-09-09 07:38:12.025546+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287735, ""date"": 1725860291, ""text"": ""12 июля"", ""from_id"": 293348079, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""22c3dd621197f7b9e2404bf7615dec74ccc57fb1"", ""group_id"": 49575094}",3
4127343,2024-09-09 07:44:23.437307+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287739, ""date"": 1725860663, ""text"": ""9 сентября"", ""from_id"": 280158906, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""384afd10776e9e269a45845e701768d06350e28c"", ""group_id"": 49575094}",3
4129044,2024-09-09 19:11:31.600868+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 288070, ""date"": 1725901891, ""text"": ""30 апреля"", ""from_id"": 404669285, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""2f647160d9c4cd528b345acd744e616c0ffffd5e"", ""group_id"": 49575094}",3
4127386,2024-09-09 08:05:09.672906+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287741, ""date"": 1725861909, ""text"": ""9 января"", ""from_id"": 14178614, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""04df659738fa4cc3005c5f1a5655a708d4ae7e80"", ""group_id"": 49575094}",3
4127398,2024-09-09 08:09:23.603385+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287745, ""date"": 1725862163, ""text"": ""26 декабря"", ""from_id"": 215574922, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""7d0db2ae094b08e0c07951e368a49a72d1db8656"", ""group_id"": 49575094}",3
4129097,2024-09-09 19:18:47.90507+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 288078, ""date"": 1725902327, ""text"": ""21ноября"", ""from_id"": 439215502, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""7d8b34addaec0ac79a839f4eb7e8fcbb1ac41b81"", ""group_id"": 49575094}",3
4127416,2024-09-09 08:17:54.111012+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287747, ""date"": 1725862673, ""text"": ""18 декабря"", ""from_id"": 227573157, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""4140f87a48e8cb8d1f188d62241632e6dbecafbd"", ""group_id"": 49575094}",3
4127420,2024-09-09 08:18:25.941436+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287749, ""date"": 1725862705, ""text"": ""15 декабря"", ""from_id"": 283010332, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""7566ca2100bbf304acda8833b4a91ba50b356f4b"", ""group_id"": 49575094}",3
4127424,2024-09-09 08:18:36.015177+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287753, ""date"": 1725862715, ""text"": ""10 сентября"", ""from_id"": 283010332, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""712270c65923a3a6da97c2b073420cd5a0f95747"", ""group_id"": 49575094}",3
4127433,2024-09-09 08:20:14.349901+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 453607, ""date"": 1725862814, ""text"": ""10 июня"", ""from_id"": 108457814, ""post_id"": 452109, ""can_delete"": 1, ""post_owner_id"": -29038248}, ""secret"": ""29038248qFg45gh45h4h4h4hs4t"", ""event_id"": ""d480827fd348bbfba259c78cc3d954b398de70d3"", ""group_id"": 29038248}",3
4127441,2024-09-09 08:22:15.48483+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287759, ""date"": 1725862935, ""text"": ""24 августа"", ""from_id"": 240912253, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""a4571a8fdaef50013f6060e1d39820be7589ae56"", ""group_id"": 49575094}",3
4127447,2024-09-09 08:23:07.586698+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287761, ""date"": 1725862987, ""text"": ""20сентября"", ""from_id"": 507686215, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""864aa67b0685765e0eeb21fbd4ad5eb6444da1b0"", ""group_id"": 49575094}",3
4127450,2024-09-09 08:23:54.731617+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 141441, ""date"": 1725863034, ""text"": ""26 ноября"", ""from_id"": 15064576, ""post_id"": 141201, ""can_delete"": 1, ""post_owner_id"": -54365563}, ""secret"": ""54365563qF43g54g45h4h5"", ""event_id"": ""be8a907a7479592e603dc3a305b6656ea519d6d6"", ""group_id"": 54365563}",3
4127455,2024-09-09 08:26:39.37903+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287763, ""date"": 1725863199, ""text"": ""17 декабря"", ""from_id"": 182671, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""36ce67c2f53aca503aa4a239111193e6aecd9ecc"", ""group_id"": 49575094}",3
4127459,2024-09-09 08:27:27.771944+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287767, ""date"": 1725863247, ""text"": ""22 сентября"", ""from_id"": 225668398, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""7901abed4419bad067920e425ecacf779c13559b"", ""group_id"": 49575094}",3
4127469,2024-09-09 08:31:50.108695+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287772, ""date"": 1725863509, ""text"": ""9 августа"", ""from_id"": 143163683, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""a0db9fb355efaefc6146be76a4cc5ceb5bd0810a"", ""group_id"": 49575094}",3
4127482,2024-09-09 08:41:01.247856+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287776, ""date"": 1725864061, ""text"": ""11 сентября"", ""from_id"": 59777487, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""657d284569d233b640562a2b296530a89d910ca6"", ""group_id"": 49575094}",3
4127487,2024-09-09 08:43:18.076971+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287780, ""date"": 1725864197, ""text"": ""3 января"", ""from_id"": 485270643, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""34f6b452859c89978fc27197a97c5a513a222f18"", ""group_id"": 49575094}",3
4127495,2024-09-09 08:47:52.39971+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287784, ""date"": 1725864472, ""text"": ""19 ноября"", ""from_id"": 211382672, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""0f65057fb268deee6e8b5f77b2601f1966d9c4b7"", ""group_id"": 49575094}",3
4127515,2024-09-09 08:55:34.72806+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 141444, ""date"": 1725864934, ""text"": ""7 декабря"", ""from_id"": 7740948, ""post_id"": 141201, ""can_delete"": 1, ""post_owner_id"": -54365563}, ""secret"": ""54365563qF43g54g45h4h5"", ""event_id"": ""e3296b25b0b6a22b77825bacf6bd0b4d333b052c"", ""group_id"": 54365563}",3
4127517,2024-09-09 08:56:21.064153+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287792, ""date"": 1725864980, ""text"": ""27 марта"", ""from_id"": 185835736, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""538e833ac39116b3959df5dae342dd63100ad633"", ""group_id"": 49575094}",3
4127524,2024-09-09 09:02:13.984989+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287794, ""date"": 1725865333, ""text"": ""31 июля"", ""from_id"": 383034514, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""d18ce1c5bd48bd6cc25b7054da43cc830e5fac7b"", ""group_id"": 49575094}",3
4127526,2024-09-09 09:02:19.91692+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287796, ""date"": 1725865339, ""text"": ""21 декабря"", ""from_id"": 514415833, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""8f33ad6d2d642f2d65cd48ceaae88ea6a8dd6404"", ""group_id"": 49575094}",3
4127532,2024-09-09 09:03:07.246513+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287802, ""date"": 1725865387, ""text"": ""30 марта"", ""from_id"": 519419777, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""c310ea11309a9f0ac918bfcf03beeb3657e1d485"", ""group_id"": 49575094}",3
4127568,2024-09-09 09:22:47.688866+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287807, ""date"": 1725866567, ""text"": ""26 ноября"", ""from_id"": 493999726, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""8690eef0a4932ea5deba016a0f4225ad5a30a302"", ""group_id"": 49575094}",3
4127580,2024-09-09 09:27:23.738429+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287811, ""date"": 1725866843, ""text"": ""25 февраля"", ""from_id"": 221993120, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""ff29c2565b5de0e2df68df6c0319f696241468fa"", ""group_id"": 49575094}",3
4127631,2024-09-09 09:56:11.666312+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 1171848, ""date"": 1725868571, ""text"": ""Сегодня ваше внимание к деталям и способность к анализу будут особенно полезными. Используйте это время для того, чтобы тщательно рассмотреть текущие вопросы и подготовиться к важным решениям. Напишите ваш знак зодиака в комментариях ниже, чтобы получить подробный гороскоп."", ""from_id"": -23639186, ""post_id"": 1170986, ""can_delete"": 1, ""post_owner_id"": -23639186, ""reply_to_user"": 179762997, ""reply_to_comment"": 1171847, ""is_from_post_author"": true}, ""secret"": ""23639186qFf32f2g34gh54h4h5"", ""event_id"": ""095c8a2baf4e615731c633299d6a903aba4e577f"", ""group_id"": 23639186}",3
4127645,2024-09-09 10:08:04.973255+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287813, ""date"": 1725869284, ""text"": ""23 маября"", ""from_id"": 435674208, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""59ae92625eb05bc7a19b3d2a624e5e3e1b134e13"", ""group_id"": 49575094}",3
4127652,2024-09-09 10:12:16.135357+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287817, ""date"": 1725869535, ""text"": ""21 января"", ""from_id"": 711918693, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""e1b0ce8f19a8ab299e1a11680dbdf215f43a0819"", ""group_id"": 49575094}",3
4127658,2024-09-09 10:16:13.105423+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287821, ""date"": 1725869772, ""text"": ""23 января"", ""from_id"": 26173670, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""deadf4cbf765240847f9451ffd13232510c5677f"", ""group_id"": 49575094}",3
4127674,2024-09-09 10:25:26.559443+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287823, ""date"": 1725870326, ""text"": ""9 марта"", ""from_id"": 47425145, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""f5ce5606b59cc66613bba3ed988e5969caa80252"", ""group_id"": 49575094}",3
4127680,2024-09-09 10:27:17.503294+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287827, ""date"": 1725870437, ""text"": ""8 апреля"", ""from_id"": 197224104, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""5eb9cd5ae66674ef75ea6682cbae3c3692d47eb3"", ""group_id"": 49575094}",3
4127697,2024-09-09 10:38:05.302144+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287833, ""date"": 1725871085, ""text"": ""3 ноября"", ""from_id"": 112969803, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""78b97c0af08cd9cb97cdc6debf1a1859ccd49562"", ""group_id"": 49575094}",3
4127705,2024-09-09 10:38:43.505112+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287837, ""date"": 1725871123, ""text"": ""15 июня"", ""from_id"": 521584985, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""ad8410e9805cf6a0d913f140ed1bac6074b51cf7"", ""group_id"": 49575094}",3
4127711,2024-09-09 10:43:30.973894+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287841, ""date"": 1725871410, ""text"": ""7 ноября"", ""from_id"": 22681386, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""6777aeed14c227239e12622572235a014f42746a"", ""group_id"": 49575094}",3
4127719,2024-09-09 10:46:18.589389+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 139755, ""date"": 1725871578, ""text"": ""26 апреля"", ""from_id"": 625197508, ""post_id"": 137543, ""can_delete"": 1, ""post_owner_id"": -54365550}, ""secret"": ""54365550qFf4f34hh34h"", ""event_id"": ""743f18991837b8a3f26ecc56cdb8e83446bbfbcc"", ""group_id"": 54365550}",3
4127735,2024-09-09 10:50:01.105404+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287845, ""date"": 1725871800, ""text"": ""11 февраля"", ""from_id"": 135179603, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""c35aab9369196e55891800fe0c436785b3d10348"", ""group_id"": 49575094}",3
4127745,2024-09-09 10:55:41.452232+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 141458, ""date"": 1725872141, ""text"": ""20 декабря"", ""from_id"": 55493068, ""post_id"": 141201, ""can_delete"": 1, ""post_owner_id"": -54365563}, ""secret"": ""54365563qF43g54g45h4h5"", ""event_id"": ""56900da827bd44c3a8ce449ffc623948a134fc89"", ""group_id"": 54365563}",3
4127754,2024-09-09 10:57:36.170505+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287847, ""date"": 1725872255, ""text"": ""28 ноября"", ""from_id"": 779438390, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""7da54fd3249e78556e2078ff5cfe1163c3e5a333"", ""group_id"": 49575094}",3
4127762,2024-09-09 10:59:43.773427+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287849, ""date"": 1725872383, ""text"": ""27 марта"", ""from_id"": 199949208, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""6d25be7d2609232d070c7881a01b71529c8f9d91"", ""group_id"": 49575094}",3
4127822,2024-09-09 11:36:47.133223+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287855, ""date"": 1725874606, ""text"": ""11 апреля"", ""from_id"": 445063090, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""a4e55788e8c085b6339ac10f5689bcf7f0673337"", ""group_id"": 49575094}",3
4127834,2024-09-09 11:48:32.528057+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 141471, ""date"": 1725875312, ""text"": ""8 декабря"", ""from_id"": 217028007, ""post_id"": 141201, ""can_delete"": 1, ""post_owner_id"": -54365563}, ""secret"": ""54365563qF43g54g45h4h5"", ""event_id"": ""77a8823433cea59ed79215fc833f6d8b58de982c"", ""group_id"": 54365563}",3
4127843,2024-09-09 11:50:55.361013+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 287858, ""date"": 1725875455, ""text"": ""6 мая"", ""from_id"": 101120709, ""post_id"": 286182, ""can_delete"": 1, ""post_owner_id"": -49575094}, ""event_id"": ""d14954b5e3bd4e5a43f6611a5c41cf484e28a0e7"", ""group_id"": 49575094}",3
4142362,2024-09-11 20:05:10.881528+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 559776, ""date"": 1726077910, ""text"": ""Ваше предсказание: Сегодня вы можете столкнуться с неожиданной ситуацией, которая потребует от вас гибкости и находчивости. Оставайтесь спокойными и ищите нестандартные решения.  Подробный гороскоп для вас: t.me/+Tp_nePEyByplOTAy#11may"", ""from_id"": -54365479, ""post_id"": 559708, ""can_delete"": 1, ""post_owner_id"": -49573982, ""reply_to_user"": 106904986, ""reply_to_comment"": 559770}, ""event_id"": ""0ff1f74414be1a66da09b0da0859a2415014e012"", ""group_id"": 49573982}",3
4142363,2024-09-11 20:05:10.904426+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 559775, ""date"": 1726077910, ""text"": ""Ваше предсказание: Скоро перед вами откроется возможность для путешествия или участия в интересном мероприятии. Это принесёт вам новые впечатления и может открыть новые перспективы для развития.  Подробный гороскоп для вас: t.me/+BCWF4OJ_t1xiNTRi#10november"", ""from_id"": -54365555, ""post_id"": 559708, ""can_delete"": 1, ""post_owner_id"": -49573982, ""reply_to_user"": 430693419, ""reply_to_comment"": 559768}, ""event_id"": ""d7fdf7ba32da9f8db5b4933a1e0608be7cce83a0"", ""group_id"": 49573982}",3
4142364,2024-09-11 20:05:10.93353+02,"{""v"": ""5.74"", ""type"": ""wall_reply_new"", ""object"": {""id"": 559777, ""date"": 1726077910, ""text"": ""Ваше предсказание: Сегодня ваши интуиция и внутренний голос могут оказаться особенно сильными. Прислушайтесь к своим ощущениям и следуйте тем путём, который кажется вам наиболее правильным.  Подробный гороскоп для вас: t.me/+-R6I8_qRgcQ1NTdi#29september"", ""from_id"": -54365550, ""post_id"": 559708, ""can_delete"": 1, ""post_owner_id"": -49573982, ""reply_to_user"": 547728681, ""reply_to_comment"": 559771}, ""event_id"": ""43c930f4988f6b9b665cbec44e26c470352802dd"", ""group_id"": 49573982}",3
